City,Year,Quarter,index_nsa,Median Household Income,Total Population,INDPRO,VIXCLS,CPI,Unemployment Rate,City GDP
Chicago,1990,1,83.83,26301.0,2784000.0,62.1073,22.1684375,5.397953510284424,6.6000000000000005,111637781.52416313
Chicago,1990,2,84.81,26301.0,2784000.0,62.54476666666667,18.735384615384614,5.397953510284424,6.3999999999999995,114954523.11638534
Chicago,1990,3,85.8,26301.0,2784000.0,62.79926666666666,25.13446153846154,5.397953510284424,6.466666666666666,117046804.55090547
Chicago,1990,4,85.87,26301.0,2784000.0,61.83443333333333,26.005909090909093,5.397953510284424,6.133333333333333,116652450.82351255
Chicago,1991,1,86.95,26584.1,2784500.0,60.673399999999994,22.42734375,4.2349629402160645,7.166666666666667,117896180.46704328
Chicago,1991,2,87.74,26867.2,2785000.0,61.020833333333336,17.120923076923077,4.2349629402160645,7.133333333333333,121465810.90146458
Chicago,1991,3,88.48,27150.3,2785500.0,61.8953,16.651742424242425,4.2349629402160645,7.3,124556542.54471791
Chicago,1991,4,89.77,27433.4,2786000.0,62.0224,17.465833333333332,4.2349629402160645,8.033333333333333,126869733.06236315
Chicago,1992,1,90.52,27716.5,2787000.0,61.94726666666667,17.589307692307692,3.028822660446167,9.0,130788001.71264791
Chicago,1992,2,91.17,27999.6,2788000.0,63.069700000000005,15.593,3.028822660446167,8.6,135051856.85677338
Chicago,1992,3,92.14,28282.7,2789000.0,63.56613333333333,13.90030303030303,3.028822660446167,7.666666666666667,138868185.277421
Chicago,1992,4,92.91,28565.8,2790000.0,64.2135,14.684015151515151,3.028822660446167,7.033333333333334,143378953.02693808
Chicago,1993,1,93.66,28848.9,2790500.0,64.8008,13.263515625,2.951657295227051,8.333333333333334,145314349.40739965
Chicago,1993,2,94.42,29132.0,2791000.0,64.93016666666666,12.973230769230769,2.951657295227051,8.299999999999999,148420463.23880613
Chicago,1993,3,95.34,29415.1,2791500.0,65.17706666666668,12.123181818181818,2.951657295227051,7.466666666666666,151286500.99288893
